id,tweet,bow,match,polarity
76,HamishMack sarahhbickerton Megapope I know hes not 100 our fault bud Canada is very sorry,"{'hamishmack': 1, 'sarahhbickerton': 1, 'megapope': 1, 'i': 1, 'know': 1, 'hes': 1, 'not': 1, '100': 1, 'our': 1, 'fault': 1, 'bud': 1, 'canada': 1, 'is': 1, 'very': 1, 'sorry': 1}","{'fault': 1, 'sorry': 1}",negative
77, Photospice We thought wed find the odd person needing a diaper change Patients were all sitting in urine and feces Some dressings,"{'photospice': 1, 'we': 1, 'thought': 1, 'wed': 1, 'find': 1, 'the': 1, 'odd': 1, 'person': 1, 'needing': 1, 'a': 1, 'diaper': 1, 'change': 1, 'patients': 1, 'were': 1, 'all': 1, 'sitting': 1, 'in': 1, 'urine': 1, 'and': 1, 'feces': 1, 'some': 1, 'dressings': 1}",{'odd': 1},negative
78, abo3mralrwily Saudi Arabia and human rightsamid coronavirus Its more far away from our comprehensionLets see this videoCOVI,"{'abo3mralrwily': 1, 'saudi': 1, 'arabia': 1, 'and': 1, 'human': 1, 'rightsamid': 1, 'coronavirus': 1, 'its': 1, 'more': 1, 'far': 1, 'away': 1, 'from': 1, 'our': 1, 'comprehensionlets': 1, 'see': 1, 'this': 1, 'videocovi': 1}",{},neutral
79,Seriously missing Tofino right now When this Pandemic thing is over I need my middle of no where fix canada ,"{'seriously': 1, 'missing': 1, 'tofino': 1, 'right': 1, 'now': 1, 'when': 1, 'this': 1, 'pandemic': 1, 'thing': 1, 'is': 1, 'over': 1, 'i': 1, 'need': 1, 'my': 1, 'middle': 1, 'of': 1, 'no': 1, 'where': 1, 'fix': 1, 'canada': 1}",{'right': 1},positive
80, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
81, MrsLowhar Lowincome families qualify for 10month internet in new program  CBC News ,"{'mrslowhar': 1, 'lowincome': 1, 'families': 1, 'qualify': 1, 'for': 1, '10month': 1, 'internet': 1, 'in': 1, 'new': 1, 'program': 1, 'cbc': 1, 'news': 1}",{'qualify': 1},positive
82, spectatorindex Most coronavirus deathsUS  20455Italy 19468Spain 16480France 13832UK 9875Iran 4357Belgium 3346C,"{'spectatorindex': 1, 'most': 1, 'coronavirus': 1, 'deathsus': 1, '20455italy': 1, '19468spain': 1, '16480france': 1, '13832uk': 1, '9875iran': 1, '4357belgium': 1, '3346c': 1}",{},neutral
83, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
84, xeni I have an idea on how to revitalize the USPS Make cannabis by mail not only legal but make postal mail the encouraged way to ord,"{'xeni': 1, 'i': 1, 'have': 1, 'an': 1, 'idea': 1, 'on': 1, 'how': 1, 'to': 2, 'revitalize': 1, 'the': 2, 'usps': 1, 'make': 2, 'cannabis': 1, 'by': 1, 'mail': 2, 'not': 1, 'only': 1, 'legal': 1, 'but': 1, 'postal': 1, 'encouraged': 1, 'way': 1, 'ord': 1}",{'revitalize': 1},positive
85,MahDryBread One of my favorite moments on a stream was when something you ordered arrived you were just so shocked ,"{'mahdrybread': 1, 'one': 1, 'of': 1, 'my': 1, 'favorite': 1, 'moments': 1, 'on': 1, 'a': 1, 'stream': 1, 'was': 1, 'when': 1, 'something': 1, 'you': 2, 'ordered': 1, 'arrived': 1, 'were': 1, 'just': 1, 'so': 1, 'shocked': 1}","{'favorite': 1, 'shocked': 1}",neutral
86,Physical distancing restrictions to be lifted in phases says Premier Moe  CBC News ,"{'physical': 1, 'distancing': 1, 'restrictions': 1, 'to': 1, 'be': 1, 'lifted': 1, 'in': 1, 'phases': 1, 'says': 1, 'premier': 1, 'moe': 1, 'cbc': 1, 'news': 1}",{'premier': 1},positive
87,AlbertaGrl 2805sydfull careblais in AB we sometimes call it Pierre Elliot Trudeau Rips Of Canada,"{'albertagrl': 1, '2805sydfull': 1, 'careblais': 1, 'in': 1, 'ab': 1, 'we': 1, 'sometimes': 1, 'call': 1, 'it': 1, 'pierre': 1, 'elliot': 1, 'trudeau': 1, 'rips': 1, 'of': 1, 'canada': 1}",{},neutral
88, NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,"{'nathanlerner': 1, 'stimulus': 1, 'packages': 1, 'around': 1, 'the': 1, 'worlduk': 1, '80': 1, 'of': 3, 'workers': 2, 'salariesdenmark': 1, '75': 1, 'salariess': 1, 'korea': 1, '70': 1, 'wor': 1}",{},neutral
89, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
90, spectatorindex Most coronavirus deathsUS  20455Italy 19468Spain 16480France 13832UK 9875Iran 4357Belgium 3346C,"{'spectatorindex': 1, 'most': 1, 'coronavirus': 1, 'deathsus': 1, '20455italy': 1, '19468spain': 1, '16480france': 1, '13832uk': 1, '9875iran': 1, '4357belgium': 1, '3346c': 1}",{},neutral
91, spectatorindex Most coronavirus deathsUS  20455Italy 19468Spain 16480France 13832UK 9875Iran 4357Belgium 3346C,"{'spectatorindex': 1, 'most': 1, 'coronavirus': 1, 'deathsus': 1, '20455italy': 1, '19468spain': 1, '16480france': 1, '13832uk': 1, '9875iran': 1, '4357belgium': 1, '3346c': 1}",{},neutral
92,This stunning beauty decided to go for a sunny weekend stroll on the beach right down the road from me  ,"{'this': 1, 'stunning': 1, 'beauty': 1, 'decided': 1, 'to': 1, 'go': 1, 'for': 1, 'a': 1, 'sunny': 1, 'weekend': 1, 'stroll': 1, 'on': 1, 'the': 2, 'beach': 1, 'right': 1, 'down': 1, 'road': 1, 'from': 1, 'me': 1}","{'stunning': 1, 'beauty': 1, 'right': 1}",positive
93,Proxicast ProGain 4GLTE MIMO Antenna  WideBand OmniDirectional for Verizon ATampT Sprint TMobile Telus Bel ,"{'proxicast': 1, 'progain': 1, '4glte': 1, 'mimo': 1, 'antenna': 1, 'wideband': 1, 'omnidirectional': 1, 'for': 1, 'verizon': 1, 'atampt': 1, 'sprint': 1, 'tmobile': 1, 'telus': 1, 'bel': 1}",{},neutral
94,TrueFactsStated I was at a Wegmans that finally had toliet paper The toilet paper was made in Canada so I guess ,"{'truefactsstated': 1, 'i': 2, 'was': 2, 'at': 1, 'a': 1, 'wegmans': 1, 'that': 1, 'finally': 1, 'had': 1, 'toliet': 1, 'paper': 2, 'the': 1, 'toilet': 1, 'made': 1, 'in': 1, 'canada': 1, 'so': 1, 'guess': 1}",{},neutral
95, robroc A model by researchers from UofT and Harvard predicts that if only 5 of Canadas population  thats 18 million people  gets,"{'robroc': 1, 'a': 1, 'model': 1, 'by': 1, 'researchers': 1, 'from': 1, 'uoft': 1, 'and': 1, 'harvard': 1, 'predicts': 1, 'that': 1, 'if': 1, 'only': 1, '5': 1, 'of': 1, 'canadas': 1, 'population': 1, 'thats': 1, '18': 1, 'million': 1, 'people': 1, 'gets': 1}",{},neutral
96, kitty111116 Justin Trudeau Appears to be Committing Canada to Economic Suicide Over the Virus  American Truth Today ,"{'kitty111116': 1, 'justin': 1, 'trudeau': 1, 'appears': 1, 'to': 2, 'be': 1, 'committing': 1, 'canada': 1, 'economic': 1, 'suicide': 1, 'over': 1, 'the': 1, 'virus': 1, 'american': 1, 'truth': 1, 'today': 1}","{'suicide': 1, 'virus': 1}",negative
97,BBC News  Coronavirus in New York A paramedics diary,"{'bbc': 1, 'news': 1, 'coronavirus': 1, 'in': 1, 'new': 1, 'york': 1, 'a': 1, 'paramedics': 1, 'diary': 1}",{},neutral
98,TerrySnipes3 jkrhodes0719 tedcruz Now do Italy Spain Canada the UK and the other 175 countries who have bee ,"{'terrysnipes3': 1, 'jkrhodes0719': 1, 'tedcruz': 1, 'now': 1, 'do': 1, 'italy': 1, 'spain': 1, 'canada': 1, 'the': 2, 'uk': 1, 'and': 1, 'other': 1, '175': 1, 'countries': 1, 'who': 1, 'have': 1, 'bee': 1}",{},neutral
99,Indigeneer Miss D Golf is a relaxing sport with 4 or less people No one has to serve us any food or beverages G ,"{'indigeneer': 1, 'miss': 1, 'd': 1, 'golf': 1, 'is': 1, 'a': 1, 'relaxing': 1, 'sport': 1, 'with': 1, '4': 1, 'or': 2, 'less': 1, 'people': 1, 'no': 1, 'one': 1, 'has': 1, 'to': 1, 'serve': 1, 'us': 1, 'any': 1, 'food': 1, 'beverages': 1, 'g': 1}",{'miss': 1},negative
100,Ontario What went wrong in Bobcaygeon How the COVID19 pandemic killed 29 people at an illprepared nursing home ,"{'ontario': 1, 'what': 1, 'went': 1, 'wrong': 1, 'in': 1, 'bobcaygeon': 1, 'how': 1, 'the': 1, 'covid19': 1, 'pandemic': 1, 'killed': 1, '29': 1, 'people': 1, 'at': 1, 'an': 1, 'illprepared': 1, 'nursing': 1, 'home': 1}","{'wrong': 1, 'killed': 1}",negative
101,ProudGrannyCdn CBCNews karinaroman1 And what about this CBC Canadas 12 deaths per million compares to Germa ,"{'proudgrannycdn': 1, 'cbcnews': 1, 'karinaroman1': 1, 'and': 1, 'what': 1, 'about': 1, 'this': 1, 'cbc': 1, 'canadas': 1, '12': 1, 'deaths': 1, 'per': 1, 'million': 1, 'compares': 1, 'to': 1, 'germa': 1}",{},neutral
102, acoyne Trudeau along with the health minister and other federal ministers repeat often that they are working closely with the WHO,"{'acoyne': 1, 'trudeau': 1, 'along': 1, 'with': 2, 'the': 2, 'health': 1, 'minister': 1, 'and': 1, 'other': 1, 'federal': 1, 'ministers': 1, 'repeat': 1, 'often': 1, 'that': 1, 'they': 1, 'are': 1, 'working': 1, 'closely': 1, 'who': 1}",{},neutral
103, NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,"{'nathanlerner': 1, 'stimulus': 1, 'packages': 1, 'around': 1, 'the': 1, 'worlduk': 1, '80': 1, 'of': 3, 'workers': 2, 'salariesdenmark': 1, '75': 1, 'salariess': 1, 'korea': 1, '70': 1, 'wor': 1}",{},neutral
104,jacquie1959 ZenFrq No other province holds the country hostage like the separatists in QC The last thing thos ,"{'jacquie1959': 1, 'zenfrq': 1, 'no': 1, 'other': 1, 'province': 1, 'holds': 1, 'the': 3, 'country': 1, 'hostage': 1, 'like': 1, 'separatists': 1, 'in': 1, 'qc': 1, 'last': 1, 'thing': 1, 'thos': 1}","{'hostage': 1, 'like': 1}",neutral
105, ChezDominique What can we do as educators amp admin to help close up the gap in these challenging times msrgriffith MrsBylykbashi Je,"{'chezdominique': 1, 'what': 1, 'can': 1, 'we': 1, 'do': 1, 'as': 1, 'educators': 1, 'amp': 1, 'admin': 1, 'to': 1, 'help': 1, 'close': 1, 'up': 1, 'the': 1, 'gap': 1, 'in': 1, 'these': 1, 'challenging': 1, 'times': 1, 'msrgriffith': 1, 'mrsbylykbashi': 1, 'je': 1}",{'challenging': 1},negative
106,Im no expert on the economy But I know Canada is a v wealthy country with a relatively small population at 37 mi ,"{'im': 1, 'no': 1, 'expert': 1, 'on': 1, 'the': 1, 'economy': 1, 'but': 1, 'i': 1, 'know': 1, 'canada': 1, 'is': 1, 'a': 2, 'v': 1, 'wealthy': 1, 'country': 1, 'with': 1, 'relatively': 1, 'small': 1, 'population': 1, 'at': 1, '37': 1, 'mi': 1}",{'wealthy': 1},positive
107, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
108, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
109, thecreepfest The gals talk about carrying Sorey Papers in Canada creepycornerZoom podcasting ,"{'thecreepfest': 1, 'the': 1, 'gals': 1, 'talk': 1, 'about': 1, 'carrying': 1, 'sorey': 1, 'papers': 1, 'in': 1, 'canada': 1, 'creepycornerzoom': 1, 'podcasting': 1}",{},neutral
110,oldcrankygamer WithAxe ScottHayton robjGoldberg mattyglesias I was born in a country that has 3 oceans too b ,"{'oldcrankygamer': 1, 'withaxe': 1, 'scotthayton': 1, 'robjgoldberg': 1, 'mattyglesias': 1, 'i': 1, 'was': 1, 'born': 1, 'in': 1, 'a': 1, 'country': 1, 'that': 1, 'has': 1, '3': 1, 'oceans': 1, 'too': 1, 'b': 1}",{},neutral
111, imyoursSB19 sb9tincanada VanCasiong dudayy11 Wildscarletz loveloveakii bbjah070798 bbjah0707 raijun neennnyyyy SB19TeamCa,"{'imyourssb19': 1, 'sb9tincanada': 1, 'vancasiong': 1, 'dudayy11': 1, 'wildscarletz': 1, 'loveloveakii': 1, 'bbjah070798': 1, 'bbjah0707': 1, 'raijun': 1, 'neennnyyyy': 1, 'sb19teamca': 1}",{},neutral
112, BruceDawson0xB My daughter lives in Canada and applied for the COVID19 benefit on Tuesday It took two minutes to apply The first pa,"{'brucedawson0xb': 1, 'my': 1, 'daughter': 1, 'lives': 1, 'in': 1, 'canada': 1, 'and': 1, 'applied': 1, 'for': 1, 'the': 2, 'covid19': 1, 'benefit': 1, 'on': 1, 'tuesday': 1, 'it': 1, 'took': 1, 'two': 1, 'minutes': 1, 'to': 1, 'apply': 1, 'first': 1, 'pa': 1}",{'benefit': 1},positive
113, NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,"{'nathanlerner': 1, 'stimulus': 1, 'packages': 1, 'around': 1, 'the': 1, 'worlduk': 1, '80': 1, 'of': 3, 'workers': 2, 'salariesdenmark': 1, '75': 1, 'salariess': 1, 'korea': 1, '70': 1, 'wor': 1}",{},neutral
114, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
115, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
116, actorlina Getting outside for some fresh air and sunshine  Happy to live in beautiful BC Canada  Grateful for all those that are wo,"{'actorlina': 1, 'getting': 1, 'outside': 1, 'for': 2, 'some': 1, 'fresh': 1, 'air': 1, 'and': 1, 'sunshine': 1, 'happy': 1, 'to': 1, 'live': 1, 'in': 1, 'beautiful': 1, 'bc': 1, 'canada': 1, 'grateful': 1, 'all': 1, 'those': 1, 'that': 1, 'are': 1, 'wo': 1}","{'fresh': 1, 'happy': 1, 'beautiful': 1, 'grateful': 1}",positive
117, 99freemind There might be something here tip from a viewer re Canadas Officer of Health and WHOs Tedros both went to University of,"{'99freemind': 1, 'there': 1, 'might': 1, 'be': 1, 'something': 1, 'here': 1, 'tip': 1, 'from': 1, 'a': 1, 'viewer': 1, 're': 1, 'canadas': 1, 'officer': 1, 'of': 2, 'health': 1, 'and': 1, 'whos': 1, 'tedros': 1, 'both': 1, 'went': 1, 'to': 1, 'university': 1}",{},neutral
118, wetcoastgirl604 jkenney Do the right thing and lead your people out of BC Yeah  the convoy of RVs amp campers with Alberta plates a,"{'wetcoastgirl604': 1, 'jkenney': 1, 'do': 1, 'the': 2, 'right': 1, 'thing': 1, 'and': 1, 'lead': 1, 'your': 1, 'people': 1, 'out': 1, 'of': 2, 'bc': 1, 'yeah': 1, 'convoy': 1, 'rvs': 1, 'amp': 1, 'campers': 1, 'with': 1, 'alberta': 1, 'plates': 1, 'a': 1}","{'right': 1, 'lead': 1}",positive
119,All these aerial pictures of Los Angeles without smog look like Canada,"{'all': 1, 'these': 1, 'aerial': 1, 'pictures': 1, 'of': 1, 'los': 1, 'angeles': 1, 'without': 1, 'smog': 1, 'look': 1, 'like': 1, 'canada': 1}",{'like': 1},positive
120,melaniegaskin IngrahamAngle not to mention you are from canada lol glad you love ol mr blackface up there,"{'melaniegaskin': 1, 'ingrahamangle': 1, 'not': 1, 'to': 1, 'mention': 1, 'you': 2, 'are': 1, 'from': 1, 'canada': 1, 'lol': 1, 'glad': 1, 'love': 1, 'ol': 1, 'mr': 1, 'blackface': 1, 'up': 1, 'there': 1}","{'glad': 1, 'love': 1}",positive
121, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
122,Tdabz QSentUS WWG1WGAWORLDWIDE Love from Canada,"{'tdabz': 1, 'qsentus': 1, 'wwg1wgaworldwide': 1, 'love': 1, 'from': 1, 'canada': 1}",{'love': 1},positive
123, The1010Guy1 SLYUnser Kenya Rwanda Ghana Germany UK LA Canada This is about our future American Patriots in Australia WWG1WGA,"{'the1010guy1': 1, 'slyunser': 1, 'kenya': 1, 'rwanda': 1, 'ghana': 1, 'germany': 1, 'uk': 1, 'la': 1, 'canada': 1, 'this': 1, 'is': 1, 'about': 1, 'our': 1, 'future': 1, 'american': 1, 'patriots': 1, 'in': 1, 'australia': 1, 'wwg1wga': 1}",{},neutral
124, Photospice We thought wed find the odd person needing a diaper change Patients were all sitting in urine and feces Some dressings,"{'photospice': 1, 'we': 1, 'thought': 1, 'wed': 1, 'find': 1, 'the': 1, 'odd': 1, 'person': 1, 'needing': 1, 'a': 1, 'diaper': 1, 'change': 1, 'patients': 1, 'were': 1, 'all': 1, 'sitting': 1, 'in': 1, 'urine': 1, 'and': 1, 'feces': 1, 'some': 1, 'dressings': 1}",{'odd': 1},negative
125,JodySmithNFL Happy birthday Brandon from Waterloo Ontario Canada,"{'jodysmithnfl': 1, 'happy': 1, 'birthday': 1, 'brandon': 1, 'from': 1, 'waterloo': 1, 'ontario': 1, 'canada': 1}",{'happy': 1},positive
126, Sunnydays180 As a liberalparty and a Catholic I take great OFFENCE with AndrewScheer and ElisabethMay talking about Jesus MAKES M,"{'sunnydays180': 1, 'as': 1, 'a': 2, 'liberalparty': 1, 'and': 2, 'catholic': 1, 'i': 1, 'take': 1, 'great': 1, 'offence': 1, 'with': 1, 'andrewscheer': 1, 'elisabethmay': 1, 'talking': 1, 'about': 1, 'jesus': 1, 'makes': 1, 'm': 1}","{'great': 1, 'offence': 1}",neutral
127, TrumpCanuck We are from CanadaWWG1WGA Seriously ,"{'trumpcanuck': 1, 'we': 1, 'are': 1, 'from': 1, 'canadawwg1wga': 1, 'seriously': 1}",{},neutral
128, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
129, qsurge Funny Is this true Canada ,"{'qsurge': 1, 'funny': 1, 'is': 1, 'this': 1, 'true': 1, 'canada': 1}",{'funny': 1},negative
130, MichelleRempel This is why a vital part of any Team Canada approach to COVID absolutely MUST include vigorous questioning the adequa,"{'michellerempel': 1, 'this': 1, 'is': 1, 'why': 1, 'a': 1, 'vital': 1, 'part': 1, 'of': 1, 'any': 1, 'team': 1, 'canada': 1, 'approach': 1, 'to': 1, 'covid': 1, 'absolutely': 1, 'must': 1, 'include': 1, 'vigorous': 1, 'questioning': 1, 'the': 1, 'adequa': 1}",{},neutral
131,alanpoirier kellytmac Liberals fully to blame killing people mismanaging being racistphobia hidden Chinese ,"{'alanpoirier': 1, 'kellytmac': 1, 'liberals': 1, 'fully': 1, 'to': 1, 'blame': 1, 'killing': 1, 'people': 1, 'mismanaging': 1, 'being': 1, 'racistphobia': 1, 'hidden': 1, 'chinese': 1}","{'blame': 1, 'killing': 1}",negative
132, tylermeredith The Canada Emergency Wage Subsidy Act has been adopted by SenatCA without amendmentThis major support measure to pro,"{'tylermeredith': 1, 'the': 1, 'canada': 1, 'emergency': 1, 'wage': 1, 'subsidy': 1, 'act': 1, 'has': 1, 'been': 1, 'adopted': 1, 'by': 1, 'senatca': 1, 'without': 1, 'amendmentthis': 1, 'major': 1, 'support': 1, 'measure': 1, 'to': 1, 'pro': 1}","{'emergency': 1, 'support': 1}",neutral
133, picardonhealth How Quebecs nursing homes became ground zero for COVID19 by benshingler  via CBCnews Night,"{'picardonhealth': 1, 'how': 1, 'quebecs': 1, 'nursing': 1, 'homes': 1, 'became': 1, 'ground': 1, 'zero': 1, 'for': 1, 'covid19': 1, 'by': 1, 'benshingler': 1, 'via': 1, 'cbcnews': 1, 'night': 1}",{},neutral
134, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
135,jasonh123456 MattFromSMM In Canada wed see big fines were stuck with online only,"{'jasonh123456': 1, 'mattfromsmm': 1, 'in': 1, 'canada': 1, 'wed': 1, 'see': 1, 'big': 1, 'fines': 1, 'were': 1, 'stuck': 1, 'with': 1, 'online': 1, 'only': 1}",{'stuck': 1},negative
136, picardonhealth Seniors care shouldnt be a horror show during or after the pandemic We need to fix it now and forever by picardon,"{'picardonhealth': 1, 'seniors': 1, 'care': 1, 'shouldnt': 1, 'be': 1, 'a': 1, 'horror': 1, 'show': 1, 'during': 1, 'or': 1, 'after': 1, 'the': 1, 'pandemic': 1, 'we': 1, 'need': 1, 'to': 1, 'fix': 1, 'it': 1, 'now': 1, 'and': 1, 'forever': 1, 'by': 1, 'picardon': 1}",{},neutral
137, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
138, Charlie99987483 Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON ,"{'charlie99987483': 1, 'patriots': 1, 'from': 1, 'canada': 1, 'at': 1, 'the': 1, 'readywwg1wga': 1, 'wwg1wgaworldwide': 1, 'greatawakening': 1, 'qanon': 1}",{},neutral
139, greydornan05 New Giveaway Here is your chance to win this The Fall  Series 1 DVD Just Like and  this gtgtCanada and US onlyltlt gi,"{'greydornan05': 1, 'new': 1, 'giveaway': 1, 'here': 1, 'is': 1, 'your': 1, 'chance': 1, 'to': 1, 'win': 1, 'this': 2, 'the': 1, 'fall': 1, 'series': 1, '1': 1, 'dvd': 1, 'just': 1, 'like': 1, 'and': 2, 'gtgtcanada': 1, 'us': 1, 'onlyltlt': 1, 'gi': 1}","{'win': 1, 'fall': 1, 'like': 1}",positive
